FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;ENEMY TYPE;;;1A;ENEMY TYPE;;1830/1;3-8;M*
2;NUMBER OF ENEMY;;;2A;NUMBER OF ENEMY;;1044/624;1-4;M*
