FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;ICAO BASE CODE;;;1A;ICAO BASE CODE;;1125/2;4-4;M
2;NAEW AIRCRAFT ROLE;;;2A;NAEW AIRCRAFT ROLE;;1010/3;3-3;M
3;AIRBORNE EARLY WARNING CONTROL TYPE;;;3A;AIRBORNE EARLY WARNING CONTROL TYPE;;1395/42;4-9;M
4;CONTROLLED AIRCRAFT CALL SIGN;;;4A;CONTROLLED AIRCRAFT CALL SIGN;;1129/19;1-38;M
5;NUMBER OF AIRCRAFT UNDER AIRBORNE EARLY WARNING CONTROL;;;5A;NUMBER OF AIRCRAFT UNDER AIRBORNE EARLY WARNING CONTROL;;1044/228;1-3;M
6;DESIGNATED AREA NAME;;;6A;DESIGNATED AREA NAME;;1022/102;1-20;M
7;NUMBER OF CONTROL EVENTS;;;7A;NUMBER OF CONTROL EVENTS;;1044/218;1-3;M
