FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;TARGET GROUP NAME;;;1A;TARGET GROUP NAME;;1022/198;1-6;M
