FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;NO EARLIER THAN DTG;;;1A;NO EARLIER THAN DTG;;2033;14-14;M
2;NO LATER THAN DTG;;;2A;NO LATER THAN DTG;;2033;14-14;M
