FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;CONTROLLING GATEWAY SWITCH IDENTIFIER;;;1A;CONTROLLING GATEWAY SWITCH IDENTIFIER;;1022/162;1-20;M
2;SUBORDINATE GATEWAY SWITCH IDENTIFIER;;;2A;SUBORDINATE GATEWAY SWITCH IDENTIFIER;;1022/163;1-20;M
