FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;VEHICLE LENGTH IN METRES;;;1A;VEHICLE LENGTH IN METRES;;1657/6;1-5;M
2;VEHICLE WIDTH IN METRES;;;2A;VEHICLE WIDTH IN METRES;;1658/4;1-5;M
3;VEHICLE HEIGHT IN METRES, DECIMAL PERMITTED;;;3A;VEHICLE HEIGHT IN METRES, DECIMAL PERMITTED;;1651/2;1-5;M
4;VEHICLE GROUND CLEARANCE IN METRES;;;4A;VEHICLE GROUND CLEARANCE IN METRES;;1052/13;1-4;M
5;VEHICLE LONGITUDINAL WHEEL BASE IN METRES;;;5A;VEHICLE LONGITUDINAL WHEEL BASE IN METRES;;1052/14;1-5;M
