FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;CODE NAME;;;1A;CODE NAME;;1022/96;1-20;M
2;UNIT;;;2A;UNIT;;1022/57;1-30;M*
3;SONAR FREQUENCY IN KILOHERTZ;;;3A;SONAR FREQUENCY IN KILOHERTZ;;1066/3;3-4;M*
4;SONAR FREQUENCY MODE OF OPERATION;;;4A;SONAR FREQUENCY MODE OF OPERATION;;1070/1;2-2;O*
