FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;SONAR TYPE;;;1A;SURFACE SHIP SUBMARINE SONAR;;1135/45;1-20;M
2;SONAR FREQUENCY;;;2A;SONAR FREQUENCY IN KILOHERTZ;;1066/3;3-11;M*
;SONAR FREQUENCY;;;2B;PASSIVE SONAR BANDWIDTH IN HERTZ;;2340;;
