FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;ICAO BASE CODE;;;1A;ICAO BASE CODE;;1125/2;4-4;M
2;PETROLEUM, OIL, LUBRICANT (POL) STATUS;;;2A;PETROLEUM, OIL, LUBRICANT (POL) STATUS;;1236/22;3-3;M
3;COMMENTS;;;3A;COMMENTS;;1357/1;1-68;C
