FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;UNIT NAME;;;1A;UNIT NAME;;1022/48;1-38;M
2;OVERHEAD WINDOW FOR CARGO;;;2A;OVERHEAD WINDOW FOR CARGO;;2652;29-29;M
3;TRANSFER METHOD INDICATOR;;;3A;TRANSFER METHOD INDICATOR;;1664/1;6-8;M*
4;CARGO DESCRIPTION;;;4A;CARGO DESCRIPTION;;1363/75;1-30;M*
