FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;STORES NUMBER;;;1A;GROUNDED MATERIAL WEIGHT IN METRIC TONS;;1050/4;1-4;O
2;GROUNDED MATERIAL VOLUME IN CUBIC METRES;;;2A;GROUNDED MATERIAL VOLUME IN CUBIC METRES;;1063/5;1-4;O
3;WEIGHT OF THE LARGEST ITEM IN METRIC TONS;;;3A;WEIGHT OF THE LARGEST ITEM IN METRIC TONS;;1050/5;1-3;O
