FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;SUPPORT TIMING;;;1A;SUPPORT TIMING;;2422;6-6;M
