FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;RADIO FREQUENCY, CONTEXT QUANTITY 0-99999999;;;1A;RADIO FREQUENCY, CONTEXT QUANTITY 0-99999999;;2383;3-11;M*
