FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;TIME OF FLIGHT IN SECONDS TO THE TENTH;;;1A;TIME OF FLIGHT IN SECONDS TO THE TENTH;;1073/9;3-5;O
2;RANGE PROBABLE ERROR IN METRES;;;2A;RANGE PROBABLE ERROR IN METRES;;1052/2;1-3;O
3;ANGLE "T" IN MILS;;;3A;ANGLE T IN MILS;;1048/11;4-4;O
