FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;SAFETY ZONE REFERENCE IDENTIFIER;;;1A;SAFETY ZONE REFERENCE IDENTIFIER;;1246/31;1-1;M
2;SAFETY ZONE DISTANCE IN METERS;;;2A;SAFETY ZONE DISTANCE IN METERS;;1657/4;1-3;M
