FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;OVERALL LENGTH IN METRES, 1-99.99;;;1A;OVERALL LENGTH IN METRES, 1-99.99;;1657/17;1-5;M
2;OVERALL WING SPAN IN METRES;;;2A;OVERALL WING SPAN IN METRES;;1658/22;1-5;M
3;SWEPT WING CONFIGURATION;;;3A;SWEPT WING CONFIGURATION;;1359/36;1-1;M
4;REMARKS;;;4A;REMARKS;;1357/28;1-68;C
