FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;LINE REFERENCE NUMBER;;;1A;LINE REFERENCE NUMBER;;1348/3;2-2;M
2;INTERNATIONAL MARITIME DANGEROUS GOODS INDICATOR;;;2A;INTERNATIONAL MARITIME DANGEROUS GOODS INDICATOR;;1199/1;1-3;M
3;IMDG COMPATIBILITY INDICATOR;;;3A;IMDG COMPATIBILITY INDICATOR;;1193/1;1-1;C
4;NET EXPLOSIVE QUANTITY;;;4A;NET EXPLOSIVE QUANTITY;;1194/3;1-5;C
