FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;ENEMY MOVEMENT STATUS;;;1A;ENEMY MOVEMENT STATUS;;1095/3;3-7;M
2;ENEMY MOVEMENT, INTERCARDINAL;;;2A;ENEMY MOVEMENT, INTERCARDINAL;;1161/11;1-2;C
3;ENEMY SPEED;;;3A;ENEMY SPEED;;2559;4-7;C
