FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;FUEL/OIL TYPE;;;1A;NATO STANDARD FUEL TYPE;;1172/1;3-5;M*
2;AMOUNT OF FUEL RECEIVED IN CUBIC METRES;;;2A;AMOUNT OF FUEL RECEIVED IN CUBIC METRES;;1907/4;1-5;M*
