FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;PYROTECHNICS TYPE;;;1A;PYROTECHNICS TYPE;;1407/44;1-68;M*
2;CONTEXT QUANTITY, 1-999;;;2A;CONTEXT QUANTITY, 1-999;;1023/3;1-3;M*
