FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;ROAD TYPE;;;1A;ROAD TYPE;;1704/1;1-1;M
