FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;OBSTACLE LENGTH IN METRES;;;1A;OBSTACLE LENGTH IN METRES;;1657/3;1-4;M
2;OBSTACLE WIDTH IN METRES;;;2A;OBSTACLE WIDTH IN METRES;;1658/5;1-4;M
3;OBSTACLE DIMENSION;;;3A;OBSTACLE HEIGHT IN METRES;HT;1651/5;1-2;M
;OBSTACLE DIMENSION;;;3B;OBSTACLE DEPTH IN METRES;DEPTH;1247/4;;
