FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;AIRCRAFT ARRESTING SYSTEM;;;1A;AIRCRAFT ARRESTING SYSTEM;;1826/1;2-8;M*
2;ARRESTING GEAR LENGTH FROM END OF RUNWAY;;;2A;ARRESTING GEAR LENGTH FROM END OF RUNWAY;;2454;2-7;M*
