FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;CRYPTO KEYING MATERIAL;;;1A;CRYPTO KEYING MATERIAL;;1078/4;6-15;M
2;DAILY CRYPTO SHIFT TIME;;;2A;DAILY CRYPTO SHIFT TIME;;2485;5-5;M
