FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;DETAILED/SIMPLIFIED AIR STABILITY CATEGORY;;;1A;DETAILED AIR STABILITY CATEGORY;;1313/1;1-1;M
;DETAILED/SIMPLIFIED AIR STABILITY CATEGORY;;;1B;SIMPLIFIED AIR STABILITY CATEGORY;;1126/1;;
2;SURFACE AIR TEMPERATURE AND UNIT OF MEASUREMENT;;;2A;SURFACE AIR TEMPERATURE AND UNIT OF MEASUREMENT;;2319;2-4;M
3;RELATIVE HUMIDITY RANGE;;;3A;RELATIVE HUMIDITY RANGE;;1315/1;1-1;M
4;SIGNIFICANT WEATHER PHENOMENA;;;4A;SIGNIFICANT WEATHER PHENOMENA;;1386/6;1-1;M
5;CLOUD COVERAGE;;;5A;CLOUD COVERAGE;;1328/1;1-1;M
