FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;WIDTH, M, KM, NM;;;1A;WIDTH, M, KM, NM;;2123;2-7;M
2;POSITION OR POINT;;;2A;LATITUDE AND LONGITUDE, MINUTES, 0-4 DECIMAL PLACES;;2571;12-22;M*
