FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;FREIGHT WEIGHT;;;1A;FREIGHT WEIGHT;;2006;3-9;M
2;HELICOPTER LOAD;;;2A;HELICOPTER LOAD;;1173/11;3-6;M
3;HELICOPTER UNDERSLUNG FREIGHT INDICATOR;;;3A;HELICOPTER UNDERSLUNG FREIGHT INDICATOR;;1027/22;2-3;M
4;AIR CARGO LINEAR DIMENSIONS;;;4A;AIR CARGO LINEAR DIMENSIONS;;2182;6-19;M
