FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;MINE TYPE;;;1A;MINE TYPE;;1210/1;1-68;M
2;NUMBER OF MINES;;;2A;NUMBER OF MINES;;1044/192;1-3;M
3;DESCRIPTION OF MINE CARRIERS;;;3A;DESCRIPTION OF MINE CARRIERS;;1363/65;1-68;M
4;NUMBER OF MINE CARRIERS;;;4A;NUMBER OF MINE CARRIERS;;1044/397;1-2;M
