FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;NUMBER OF ANALOGUE CHANNELS;;;1A;NUMBER OF ANALOGUE CHANNELS;;1044/279;1-2;M
2;NUMBER OF DIGITAL CHANNELS;;;2A;NUMBER OF DIGITAL CHANNELS;;1044/278;1-2;O
