FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;CALL SIGN AND FREQUENCY;;;1A;CALL SIGN AND FREQUENCY;;2051;5-50;M
2;OWN CALL SIGN ON ALL ARMS NET;;;2A;OWN CALL SIGN ON ALL ARMS NET;;1129/39;1-38;O
