FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;LOWER LENGTH OR RADIUS LIMIT;;;1A;LOWER LENGTH LIMIT IN METRES, 10-9999;;1657/11;2-4;M
;LOWER LENGTH OR RADIUS LIMIT;;;1B;LOWER RADIUS LIMIT IN METRES;LRAD;1580/4;;
2;UPPER LENGTH OR RADIUS LIMIT;;;2A;UPPER LENGTH LIMIT IN METRES, 10-9999;;1657/10;2-4;M
;UPPER LENGTH OR RADIUS LIMIT;;;2B;UPPER RADIUS LIMIT IN METRES;URAD;1580/3;;
3;LOWER WIDTH LIMIT IN METRES, 10-9999;;;3A;LOWER WIDTH LIMIT IN METRES, 10-9999;;1658/11;2-4;C
4;UPPER WIDTH LIMIT IN METRES, 10-9999;;;4A;UPPER WIDTH LIMIT IN METRES, 10-9999;;1658/10;2-4;C
