FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;GEODETIC DATUM;;;1A;GEODETIC DATUM;;1195/1;3-6;M
2;NATIONAL GRID SYSTEM COORDINATES;;;2A;NATIONAL GRID SYSTEM COORDINATES;;1911/1;1-20;O
