FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;LOW CLOUD COVER;;;1A;LOW CLOUD COVER;;1387/2;1-1;M
2;LOW CLOUD BASE HEIGHT;;;2A;LOW CLOUD BASE HEIGHT;;1162/2;1-1;M
3;SURFACE VISIBILITY;;;3A;VISIBILITY CODE;;1414/2;1-1;M
4;WEATHER CONDITION;;;4A;WEATHER CONDITION NUMERIC CODE;;1415/1;1-1;M
5;LUNAR ILLUMINATION;;;5A;LUNAR ILLUMINATION;;1386/10;3-6;O
6;WEATHER REMARKS;;;6A;WEATHER REMARKS CODE;;1386/5;1-1;M*
