FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;UNIT KEY;;;1A;UNIT KEY;;2443;17-17;M
2;UNIT NAME, EXPANDED;;;2A;UNIT NAME, EXPANDED;;1022/253;1-54;M
3;ALTERNATE ALLEGIANCE;;;3A;ALTERNATE ALLEGIANCE;;1026/25;2-2;O
4;FORCE;;;4A;FORCE;;1107/4;1-4;M
5;FORCE NAME;;;5A;FORCE NAME;;1022/299;1-54;O
6;UNIT ECHELON (NATIVE);;;6A;UNIT ECHELON (NATIVE);;1045/9;1-4;M
7;COMMAND LEVEL (NATO);;;7A;COMMAND LEVEL (NATO);;1045/8;2-4;M
8;PREDECESSOR UNIT KEY;;;8A;PREDECESSOR UNIT KEY;;2443;17-17;O
9;REMARKS;;;9A;REMARKS;;1357/28;1-68;O
