FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;PERCENTAGE;;;1A;PERCENTAGE;;1064/1;1-4;M
