FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;EVENT KEY;;;1A;EVENT KEY;;2444;17-17;M
2;EVENT NAME;;;2A;EVENT NAME;;1022/254;1-54;M
3;REMARKS;;;3A;REMARKS;;1357/28;1-68;O
