FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;NADGE STATION CALL SIGN;;;1A;NADGE STATION CALL SIGN;;1129/46;1-38;M
2;PRIMARY FREQUENCY;;;2A;PRIMARY FREQUENCY;;2064;3-14;M
3;PRIMARY FREQUENCY DESIGNATOR;;;3A;PRIMARY FREQUENCY DESIGNATOR;;1396/2;1-8;M
4;SECONDARY FREQUENCY;;;4A;SECONDARY FREQUENCY;;2064;3-14;O*
5;SECONDARY FREQUENCY DESIGNATOR;;;5A;SECONDARY FREQUENCY DESIGNATOR;;1396/3;1-8;O*
