FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;NATO STANDARD FUEL TYPE;;;1A;NATO STANDARD FUEL TYPE;;1172/1;3-5;M*
2;AMOUNT OF FUEL NOT ISSUABLE IN CUBIC METRES;;;2A;AMOUNT OF FUEL NOT ISSUABLE IN CUBIC METRES;;1907/3;1-5;M*
3;REASON NOT ISSUABLE;;;3A;REASON NOT ISSUABLE;;1212/10;1-30;O*
