FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;OWN NATIONAL IDENTIFIER AND AREA CODE;;;1A;OWN NATIONAL IDENTIFIER AND AREA CODE;;2312;6-6;M
2;ACCESSIBLE NATIONAL IDENTIFIER AND AREA CODE;;;2A;ACCESSIBLE NATIONAL IDENTIFIER AND AREA CODE;;2312;6-6;O*
