FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;NBC REPORT;;;1A;TYPE OF NBC REPORT;;1018/8;3-4;M
;NBC REPORT;;;1B;TYPE OF NBC WEATHER REPORT;WEA;1018/3;;
2;VALIDATION CODE;;;2A;VALIDATION CODE;;1742/1;1-10;O
