FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;TUNNEL USAGE;;;1A;TUNNEL USAGE;;1841/1;3-4;M
2;LENGTH OF TUNNEL;;;2A;LENGTH OF TUNNEL;;2454;2-7;M
3;GRADIENT;;;3A;GRADIENT;GRD;1789/1;1-2;M
4;MATERIAL USED IN CONSTRUCTION;;;4A;MATERIAL USED IN CONSTRUCTION;;1592/15;3-6;M
5;TUNNEL DAMAGE;;;5A;TUNNEL DAMAGE;;1854/4;4-5;M
6;MAXIMUM LOAD SUPPORTED IN METRIC TONS;;;6A;MAXIMUM LOAD SUPPORTED IN METRIC TONS;;1855/1;1-3;O
