FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;KVC(I) SHORT TITLE IDENTIFIER;;;1A;KVC(I) SHORT TITLE IDENTIFIER;KVC;1519/3;8-15;M
2;KVB(I) SHORT TITLE IDENTIFIER;;;2A;KVB(I) SHORT TITLE IDENTIFIER;KVB;1519/2;8-15;M
3;KVO(I) SHORT TITLE IDENTIFIER;;;3A;KVO(I) SHORT TITLE IDENTIFIER;KVO;1519/5;8-15;M
4;KVE(I) SHORT TITLE IDENTIFIER;;;4A;KVE(I) SHORT TITLE IDENTIFIER;KVE;1519/4;8-15;M
5;KVT(I) SHORT TITLE IDENTIFIER;;;5A;KVT(I) SHORT TITLE IDENTIFIER;KVT;1519/6;8-15;O
