FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;BARNSTORM SERIAL NUMBER;;;1A;BARNSTORM SERIAL NUMBER;;1102/17;3-3;M
2;SUBFORSUM SERIAL NUMBER;;;2A;SUBFORSUM SERIAL NUMBER;;1102/18;3-3;O
