FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;AZIMUTH OF FIRE IN MILS;;;1A;AZIMUTH OF FIRE IN MILS;;1048/2;4-4;M
2;AZIMUTH REFERENCE QUALIFIER, GRID, MAGNETIC OR TRUE NORTH;;;2A;AZIMUTH REFERENCE QUALIFIER, GRID, MAGNETIC OR TRUE NORTH;;1024/8;1-1;M
3;ANGLE TO CREST IN MILS POSITIVE OR NEGATIVE;;;3A;ANGLE TO CREST IN MILS POSITIVE OR NEGATIVE;;1048/10;1-5;M
4;DISTANCE TO CREST IN KILOMETRES;;;4A;DISTANCE TO CREST IN KILOMETRES;;1327/6;1-4;M
