FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;NUMBER OF STRIKE ONLY AIRCRAFT REMAINING;;;1A;NUMBER OF STRIKE ONLY AIRCRAFT REMAINING;;1044/28;3-3;M
2;NUMBER OF STRIKE WEAPON SYSTEMS COMBAT READY;;;2A;NUMBER OF STRIKE WEAPON SYSTEMS COMBAT READY;;1044/34;3-3;M
3;TOTAL NUMBER OF AIRCRAFT LOST;;;3A;TOTAL NUMBER OF AIRCRAFT LOST;;1044/10;3-3;M
