FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;ORIGIN OF BEARING;;;1A;LATITUDE AND LONGITUDE, MINUTES, 0-4 DECIMAL PLACES;;2571;12-22;M
2;BEGINNING RADIAL BEARING, DEGREES TRUE;;;2A;BEGINNING RADIAL BEARING, DEGREES TRUE;;2253;4-4;M
3;RADIUS, M, KM, NM;;;3A;RADIUS, M, KM, NM;;2118;2-7;M
4;ENDING RADIAL BEARING, DEGREES TRUE;;;4A;ENDING RADIAL BEARING, DEGREES TRUE;;2253;4-4;M
5;POINTS;;;5A;LATITUDE AND LONGITUDE, MINUTES, 0-4 DECIMAL PLACES;;2571;12-22;M*
