FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;REPRESENTATIVE DOWNWIND DIRECTION;;;1A;REPRESENTATIVE DOWNWIND DIRECTION IN DEGREES;;2321;6-7;M
;REPRESENTATIVE DOWNWIND DIRECTION;;;1B;REPRESENTATIVE DOWNWIND DIRECTION IN MILS;;2322;;
2;REPRESENTATIVE DOWNWIND SPEED AND UNIT OF MEASUREMENT;;;2A;REPRESENTATIVE DOWNWIND SPEED AND UNIT OF MEASUREMENT;;2455;4-6;M
