FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;CARGO HANDLING CAPABILITY;;;1A;CARGO HANDLING CAPABILITY;CARGO;1027/64;2-3;M
2;TRANSIENT ALERT AVAILABILITY;;;2A;TRANSIENT ALERT AVAILABILITY;ALERT;1027/65;2-3;O
3;BATTLE DAMAGE REPAIR CAPABILITY;;;3A;BATTLE DAMAGE REPAIR CAPABILITY;REPAIR;1027/66;2-3;O
