FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;START POINT;;;1A;UNIVERSAL TRANSVERSE MERCATOR (UTM);;2572;16-16;M
2;WIDTH IN METRES, 1-9999;;;2A;WIDTH IN METRES, 1-9999;;1658/3;1-4;M
3;MINIMUM ALTITUDE IN METRES;;;3A;MINIMUM ALTITUDE IN METRES;;1186/4;1-5;M
4;MAXIMUM ALTITUDE IN METRES;;;4A;MAXIMUM ALTITUDE IN METRES;;1186/5;1-5;M
