FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;NATO STOCK NUMBER;;;1A;NATO STOCK NUMBER;;1012/61;16-16;M
2;BATCH NUMBER;;;2A;BATCH NUMBER;;1012/62;1-10;M
3;LOT NUMBER;;;3A;LOT NUMBER;;1012/63;1-10;M
4;NATIONAL SHORT CODE;;;4A;NATIONAL SHORT CODE;;1012/64;1-17;C
