FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;AIRCRAFT CODE;;;1A;AIRCRAFT CODE;;1015/2;2-6;M
2;AIRCRAFT MODEL AND MARK DESIGNATOR;;;2A;AIRCRAFT MODEL AND MARK DESIGNATOR;;1015/11;1-4;M
3;THREAT AIRCRAFT PRIMARY ROLE;;;3A;THREAT AIRCRAFT PRIMARY ROLE;;1010/2;3-3;M
4;NUMBER OF AIRCRAFT INVOLVED;;;4A;NUMBER OF AIRCRAFT INVOLVED;;1044/2;1-3;M
5;ENEMY UNIT DESIGNATOR;;;5A;ENEMY UNIT DESIGNATOR;;1028/18;1-18;M
6;ORIGINATOR SOURCE;;;6A;ORIGINATOR SOURCE;;1019/1;3-15;M
7;SOURCE OF INTELLIGENCE INFORMATION;;;7A;SOURCE OF INTELLIGENCE INFORMATION;;1136/2;2-2;M
