FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;TARGET PRIORITY;;;1A;TARGET PRIORITY;;1076/6;1-1;M
2;TARGET DESCRIPTION;;;2A;TARGET DESCRIPTION;;1363/4;1-20;M
