FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;DTG PLANNED TO BECOME EFFECTIVE;;;1A;DTG PLANNED TO BECOME EFFECTIVE;;2033;14-14;M
2;NEXT AIR BASE STATUS;;;2A;AIR BASE STATUS;;1236/27;1-1;M
3;REASON AIR BASE OPERATIONAL STATUS DEGRADED;;;3A;REASON AIR BASE OPERATIONAL STATUS DEGRADED;;1235/4;1-2;C
4;ESTIMATED DTG IN CHARGE OF OPERATIONAL STATUS (ETIC);;;4A;ESTIMATED DTG IN CHARGE OF NEXT OPERATIONAL STATUS (ETIC);ETIC;2033;14-14;C
5;ANTICIPATED AIRBASE STATUS AFTER NEXT;;;5A;NEXT AIR BASE STATUS;;1236/29;1-1;C
6;AIR BASE STATUS LIMITING FACTORS;;;6A;AIR BASE STATUS LIMITING FACTORS;;1347/20;2-2;O*
