FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;AAW AXIS, DEGREES TRUE;;;1A;AAW AXIS, DEGREES TRUE;;2256;4-4;M
2;ANGLE EITHER SIDE OF AXIS;;;2A;ANGLE EITHER SIDE OF AXIS;;1043/12;1-3;M
