FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;ICAO BASE CODE;;;1A;ICAO BASE CODE;;1125/2;4-4;M
2;AEW AIRCRAFT;;;2A;AEW AIRCRAFT;;1015/14;3-6;M
3;NUMBER OF AIRCRAFT ON 12HR ALERT;;;3A;NUMBER OF AIRCRAFT ON 12HR ALERT;;1044/219;1-3;O
4;NUMBER OF AIRCRAFT ON 6HR ALERT;;;4A;NUMBER OF AIRCRAFT ON 6HR ALERT;;1044/220;1-3;O
5;NUMBER OF AIRCRAFT ON 3HR ALERT;;;5A;NUMBER OF AIRCRAFT ON 3HR ALERT;;1044/221;1-3;O
6;NUMBER OF AIRCRAFT ON 1HR ALERT;;;6A;NUMBER OF AIRCRAFT ON 1HR ALERT;;1044/222;1-3;O
