FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;RADIO FREQUENCY;;;1A;RADIO FREQUENCY;;2064;3-14;M*
