FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;ALTERNATE NAME;;;1A;ALTERNATE NAME;;1022/245;1-54;M
2;COMMENTS;;;2A;COMMENTS;;1357/1;1-68;O
