FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;REMARK IDENTIFICATION;;;1A;REMARK IDENTIFICATION;;1102/10;1-2;M*
