FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;ENDURABLE HEAD SEAS;;;1A;ENDURABLE HEAD SEAS;;2132;2-5;M
2;ENDURABLE ABEAM SEAS;;;2A;ENDURABLE ABEAM SEAS;;2132;2-5;M
3;ENDURABLE FOLLOWING SEAS;;;3A;ENDURABLE FOLLOWING SEAS;;2132;2-5;M
4;TRUE WIND SPEED IN KNOTS;;;4A;TRUE WIND SPEED IN KNOTS;;1061/18;2-2;M
