FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;RADAR/IFF TYPE;;;1A;RADAR TYPE;;1135/58;1-20;M
2;SPOT NUMBER;;;2A;SPOT NUMBER;;1012/125;5-5;O
3;LOWER FREQUENCY LIMIT IN MEGAHERTZ;;;3A;LOWER FREQUENCY LIMIT IN MEGAHERTZ;;1068/5;1-8;O
4;UPPER FREQUENCY LIMIT IN MEGAHERTZ;;;4A;UPPER FREQUENCY LIMIT IN MEGAHERTZ;;1068/6;1-8;O
5;OPTIMUM FREQUENCY IN MEGAHERTZ;;;5A;OPTIMUM FREQUENCY IN MEGAHERTZ;;1068/7;1-16;O
6;TIME TO CHANGE MAGNETRON;;;6A;TIME TO CHANGE MAGNETRON;;2161;3-7;O
7;SPARE FREQUENCY IN MEGAHERTZ;;;7A;SPARE FREQUENCY IN MEGAHERTZ;;1068/8;1-16;O*
