FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;MAXIMUM EFFECTIVE RANGE IN KILOYARDS;;;1A;MAXIMUM EFFECTIVE FIRING RANGE IN KILOYARDS;;1165/1;1-2;M
2;TORPEDO SPEED IN KNOTS;;;2A;TORPEDO SPEED IN KNOTS;;1061/20;1-2;M
3;NUCLEAR SUBMARINE SPEED IN KNOTS;;;3A;NUCLEAR SUBMARINE SPEED IN KNOTS;;1061/22;1-2;O
4;DIESEL SUBMARINE SPEED IN KNOTS;;;4A;DIESEL SUBMARINE SPEED IN KNOTS;;1061/21;1-2;C
5;DISTANCE OF TORPEDO DANGER AREA IN KILOYARDS;;;5A;DISTANCE OF TORPEDO DANGER AREA IN KILOYARDS;;1165/2;1-2;M
6;FURTHEST-ON CIRCLE SPEED IN KNOTS;;;6A;FURTHEST-ON CIRCLE SPEED IN KNOTS;;1061/23;1-2;M
