FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;AIR DEFENSE AREA IDENTIFIER;;;1A;AIRSPACE CONTROL MEANS IDENTIFIER;DESIG;1389/7;1-30;M
;AIR DEFENSE AREA IDENTIFIER;;;1B;AIRSPACE CONTROL MEANS NAME;NAME;1022/27;;
2;AIR DEFENCE AREA USAGE;;;2A;AIR DEFENCE AREA USAGE;;1389/9;2-6;M
3;AREA TRANSIT INSTRUCTIONS;;;3A;AREA SPECIAL INSTRUCTIONS;;1822/3;1-68;O
4;BROADCAST REFERENCE POINT;;;4A;BROADCAST REFERENCE POINT;;1362/7;1-38;O
