FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;NUMBER OF ATTACK AIRCRAFT REMAINING;;;1A;NUMBER OF ATTACK AIRCRAFT REMAINING;;1044/6;3-3;M
2;NUMBER OF ATTACK SYSTEMS AVAILABLE FOR COMBAT;;;2A;NUMBER OF ATTACK SYSTEMS AVAILABLE FOR COMBAT;;1044/13;3-3;M
3;TOTAL NUMBER OF ATTACK AIRCRAFT LOST;;;3A;TOTAL NUMBER OF ATTACK AIRCRAFT LOST;;1044/7;3-3;M
