FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;ESTIMATED DATE-TIME GROUP EFFECTIVE FROM;;;1A;ESTIMATED DTG EFFECTIVE FROM;;2033;14-14;M
2;ESTIMATED DATE-TIME GROUP EFFECTIVE TO;;;2A;ESTIMATED DTG EFFECTIVE TO;;2033;14-14;M
